"Country","ccodecow","ISO","CPARTY1","CPARTY2","CPARTY3","CPARTY4","CPARTY5","CPARTY6","CPARTY7","CPARTY8","CPARTY9","CPARTY10","P1Name","P2Name","P3Name","P4Name","P5Name","P6Name","P7Name","P8Name","P9Name","P10Name","P1Abb","P2Abb","P3Abb","P4Abb","P5Abb","P6Abb","P7Abb","P8Abb","P9Abb","P10Abb","Q2.1_1","Q2.1_2","Q2.1_3","Q2.1_4","Q2.1_5","Q2.1_6","Q2.1_7","Q2.1_8","Q2.1_9","Q2.1_10","Q2.2_1","Q2.2_2","Q2.2_3","Q2.2_4","Q2.2_5","Q2.2_6","Q2.2_7","Q2.2_8","Q2.2_9","Q2.2_10","Q2.3_1","Q2.3_2","Q2.3_3","Q2.3_4","Q2.3_5","Q2.3_6","Q2.3_7","Q2.3_8","Q2.3_9","Q2.3_10","Q3.1_1","Q3.1_2","Q3.1_3","Q3.1_4","Q3.1_5","Q3.1_6","Q3.1_7","Q3.1_8","Q3.1_9","Q3.1_10","Q3.2_1","Q3.2_2","Q3.2_3","Q3.2_4","Q3.2_5","Q3.2_6","Q3.2_7","Q3.2_8","Q3.2_9","Q3.2_10","Q3.3_1","Q3.3_2","Q3.3_3","Q3.3_4","Q3.3_5","Q3.3_6","Q3.3_7","Q3.3_8","Q3.3_9","Q3.3_10","Q3.4_1","Q3.4_2","Q3.4_3","Q3.4_4","Q3.4_5","Q3.4_6","Q3.4_7","Q3.4_8","Q3.4_9","Q3.4_10","Q3.5_1","Q3.5_2","Q3.5_3","Q3.5_4","Q3.5_5","Q3.5_6","Q3.5_7","Q3.5_8","Q3.5_9","Q3.5_10","Q3.6_1","Q3.6_2","Q3.6_3","Q3.6_4","Q3.6_5","Q3.6_6","Q3.6_7","Q3.6_8","Q3.6_9","Q3.6_10","Q4.1_1","Q4.1_2","Q4.1_3","Q4.1_4","Q4.1_5","Q4.1_6","Q4.1_7","Q4.1_8","Q4.1_9","Q4.1_10","Q4.2_1","Q4.2_2","Q4.2_3","Q4.2_4","Q4.2_5","Q4.2_6","Q4.2_7","Q4.2_8","Q4.2_9","Q4.2_10","Q4.3_1","Q4.3_2","Q4.3_3","Q4.3_4","Q4.3_5","Q4.3_6","Q4.3_7","Q4.3_8","Q4.3_9","Q4.3_10","Q4.4_1","Q4.4_2","Q4.4_3","Q4.4_4","Q4.4_5","Q4.4_6","Q4.4_7","Q4.4_8","Q4.4_9","Q4.4_10","Q4.5_1","Q4.5_2","Q4.5_3","Q4.5_4","Q4.5_5","Q4.5_6","Q4.5_7","Q4.5_8","Q4.5_9","Q4.5_10","Q4.6_1","Q4.6_2","Q4.6_3","Q4.6_4","Q4.6_5","Q4.6_6","Q4.6_7","Q4.6_8","Q4.6_9","Q4.6_10","Q4.7_1","Q4.7_2","Q4.7_3","Q4.7_4","Q4.7_5","Q4.7_6","Q4.7_7","Q4.7_8","Q4.7_9","Q4.7_10","Q4.8_1","Q4.8_2","Q4.8_3","Q4.8_4","Q4.8_5","Q4.8_6","Q4.8_7","Q4.8_8","Q4.8_9","Q4.8_10","Q5.1_1","Q5.1_2","Q5.1_3","Q5.1_4","Q5.1_5","Q5.1_6","Q5.1_7","Q5.1_8","Q5.1_9","Q5.1_10","Q5.2_1","Q5.2_2","Q5.2_3","Q5.2_4","Q5.2_5","Q5.2_6","Q5.2_7","Q5.2_8","Q5.2_9","Q5.2_10","Q5.3_1","Q5.3_2","Q5.3_3","Q5.3_4","Q5.3_5","Q5.3_6","Q5.3_7","Q5.3_8","Q5.3_9","Q5.3_10","Q5.4_1","Q5.4_2","Q5.4_3","Q5.4_4","Q5.4_5","Q5.4_6","Q5.4_7","Q5.4_8","Q5.4_9","Q5.4_10","METAPARTY","Elec_code","Elec_year","Elec_date","P1PerVote","P2PerVote","P3PerVote","P4PerVote","P5PerVote","P6PerVote","P7PerVote","P8PerVote","P9PerVote","P10PerVote","P1PerSeats","P2PerSeats","P3PerSeats","P4PerSeats","P5PerSeats","P6PerSeats","P7PerSeats","P8PerSeats","P9PerSeats","P10PerSeats","METACOUNTRY","LSQINDEX","ENEP","ENPP","PR","CL","Regime","polity","polity2","GDP","Region","OECD","Turnout","METAEXPERT","R_YearofBirth","R_Gender","R_Countryofbirth","R_Countryofcitizenship","R_Partysupport","R_ideology","Difficulty","LocationLatitude","LocationLongitude","UserLanguage","Expert"
"Croatia",344,"HRV","HRV_ HDZ Coalition","HRV_ People's Coalition","HRV_ Bridge of Independent Lists","HRV_ The Only Option Coalition","HRV_ For Prime Minister Coalition","HRV_ Even Stronger Istria Coalition","HRV_ Turn Croatia Around Coalition","HRV_ HDSSB Coalition","HRV_ Homeland Coalition","HRV_ Croatian Labourists - Labour Party","HDZ Coalition","People's Coalition","Bridge of Independent Lists","The Only Option Coalition","For Prime Minister Coalition","Even Stronger Istria Coalition","Turn Croatia Around Coalition","HDSSB Coalition","Homeland Coalition","Croatian Labourists - Labour Party","HDZ","SDP","MOST","OOP","PMC","SIC","TCAC","HDSSB","Homeland Coalition","CLP",8,8,8,7,3,3,3,7,7,10,8,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HRV_11092016_L1",2016,2016-09-11,19.5,18.2,5.3,3.4,2.2,1.2,1.1,0.7,0.3,0.1,39.1,35.8,8.6,5.3,1.3,2,0,0.7,0,0,NA,18.8570941557813,13.1714127657332,3.42620636726191,1,2,2,9,9,23596.244140625,5,0,54.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Croatia",344,"HRV","HRV_ HDZ Coalition","HRV_ People's Coalition","HRV_ Bridge of Independent Lists","HRV_ The Only Option Coalition","HRV_ For Prime Minister Coalition","HRV_ Even Stronger Istria Coalition","HRV_ Turn Croatia Around Coalition","HRV_ HDSSB Coalition","HRV_ Homeland Coalition","HRV_ Croatian Labourists - Labour Party","HDZ Coalition","People's Coalition","Bridge of Independent Lists","The Only Option Coalition","For Prime Minister Coalition","Even Stronger Istria Coalition","Turn Croatia Around Coalition","HDSSB Coalition","Homeland Coalition","Croatian Labourists - Labour Party","HDZ","SDP","MOST","OOP","PMC","SIC","TCAC","HDSSB","Homeland Coalition","CLP",0,0,0,0,0,4,1,0,0,4,NA,NA,NA,NA,NA,8,NA,3,NA,NA,9,NA,9,NA,7,3,NA,9,NA,NA,8,NA,NA,NA,8,4,NA,7,NA,NA,4,NA,NA,NA,NA,9,NA,4,NA,NA,10,NA,8,NA,8,1,NA,8,NA,NA,9,NA,8,NA,7,10,NA,8,NA,NA,7,NA,8,NA,NA,4,NA,8,NA,NA,9,NA,9,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HRV_11092016_L1",2016,2016-09-11,19.5,18.2,5.3,3.4,2.2,1.2,1.1,0.7,0.3,0.1,39.1,35.8,8.6,5.3,1.3,2,0,0.7,0,0,NA,18.8570941557813,13.1714127657332,3.42620636726191,1,2,2,9,9,23596.244140625,5,0,54.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Croatia",344,"HRV","HRV_ HDZ Coalition","HRV_ People's Coalition","HRV_ Bridge of Independent Lists","HRV_ The Only Option Coalition","HRV_ For Prime Minister Coalition","HRV_ Even Stronger Istria Coalition","HRV_ Turn Croatia Around Coalition","HRV_ HDSSB Coalition","HRV_ Homeland Coalition","HRV_ Croatian Labourists - Labour Party","HDZ Coalition","People's Coalition","Bridge of Independent Lists","The Only Option Coalition","For Prime Minister Coalition","Even Stronger Istria Coalition","Turn Croatia Around Coalition","HDSSB Coalition","Homeland Coalition","Croatian Labourists - Labour Party","HDZ","SDP","MOST","OOP","PMC","SIC","TCAC","HDSSB","Homeland Coalition","CLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HRV_11092016_L1",2016,2016-09-11,19.5,18.2,5.3,3.4,2.2,1.2,1.1,0.7,0.3,0.1,39.1,35.8,8.6,5.3,1.3,2,0,0.7,0,0,NA,18.8570941557813,13.1714127657332,3.42620636726191,1,2,2,9,9,23596.244140625,5,0,54.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Croatia",344,"HRV","HRV_ HDZ Coalition","HRV_ People's Coalition","HRV_ Bridge of Independent Lists","HRV_ The Only Option Coalition","HRV_ For Prime Minister Coalition","HRV_ Even Stronger Istria Coalition","HRV_ Turn Croatia Around Coalition","HRV_ HDSSB Coalition","HRV_ Homeland Coalition","HRV_ Croatian Labourists - Labour Party","HDZ Coalition","People's Coalition","Bridge of Independent Lists","The Only Option Coalition","For Prime Minister Coalition","Even Stronger Istria Coalition","Turn Croatia Around Coalition","HDSSB Coalition","Homeland Coalition","Croatian Labourists - Labour Party","HDZ","SDP","MOST","OOP","PMC","SIC","TCAC","HDSSB","Homeland Coalition","CLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HRV_11092016_L1",2016,2016-09-11,19.5,18.2,5.3,3.4,2.2,1.2,1.1,0.7,0.3,0.1,39.1,35.8,8.6,5.3,1.3,2,0,0.7,0,0,NA,18.8570941557813,13.1714127657332,3.42620636726191,1,2,2,9,9,23596.244140625,5,0,54.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Cyprus",352,"CYP","CYP_ Democratic Rally","CYP_ Progressive Party of the Working People","CYP_ Democratic Party","CYP_ Movement of Social Democrats","CYP_ Citizen's Alliance","CYP_ Solidarity Movement","CYP_ Green Party - Citizen's Alliance","CYP_ National People's Front","","","Democratic Rally","Progressive Party of the Working People","Democratic Party","Movement of Social Democrats","Citizen's Alliance","Solidarity Movement","Green Party - Citizen's Alliance","National People's Front","","","DISY","AKEL","DIKO","EDEK","SP","Allilengyi","CG","ELAM","","",10,10,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYP_22052016_L1",2016,2016-05-22,30.7,25.7,14.5,6.2,6,5.2,4.8,3.7,NA,NA,32.1,26.8,14.3,7.1,5.4,5.4,5.4,3.6,NA,NA,NA,1.54757875405422,5.12442094043373,4.75287430073337,1,1,2,10,10,32580.3515625,6,0,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Cyprus",352,"CYP","CYP_ Democratic Rally","CYP_ Progressive Party of the Working People","CYP_ Democratic Party","CYP_ Movement of Social Democrats","CYP_ Citizen's Alliance","CYP_ Solidarity Movement","CYP_ Green Party - Citizen's Alliance","CYP_ National People's Front","","","Democratic Rally","Progressive Party of the Working People","Democratic Party","Movement of Social Democrats","Citizen's Alliance","Solidarity Movement","Green Party - Citizen's Alliance","National People's Front","","","DISY","AKEL","DIKO","EDEK","SP","Allilengyi","CG","ELAM","","",9,9,9,9,9,9,9,9,NA,NA,NA,9,8,8,9,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYP_22052016_L1",2016,2016-05-22,30.7,25.7,14.5,6.2,6,5.2,4.8,3.7,NA,NA,32.1,26.8,14.3,7.1,5.4,5.4,5.4,3.6,NA,NA,NA,1.54757875405422,5.12442094043373,4.75287430073337,1,1,2,10,10,32580.3515625,6,0,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Cyprus",352,"CYP","CYP_ Democratic Rally","CYP_ Progressive Party of the Working People","CYP_ Democratic Party","CYP_ Movement of Social Democrats","CYP_ Citizen's Alliance","CYP_ Solidarity Movement","CYP_ Green Party - Citizen's Alliance","CYP_ National People's Front","","","Democratic Rally","Progressive Party of the Working People","Democratic Party","Movement of Social Democrats","Citizen's Alliance","Solidarity Movement","Green Party - Citizen's Alliance","National People's Front","","","DISY","AKEL","DIKO","EDEK","SP","Allilengyi","CG","ELAM","","",8,8,7,NA,3,4,NA,7,NA,NA,NA,7,7,8,8,8,9,10,NA,NA,NA,7,NA,NA,NA,7,8,9,NA,NA,8,2,NA,3,4,4,2,NA,NA,NA,7,8,NA,7,NA,7,7,NA,NA,NA,7,3,7,4,NA,4,2,9,NA,NA,7,1,NA,2,NA,NA,2,8,NA,NA,NA,3,7,7,NA,NA,NA,10,NA,NA,NA,4,7,8,7,NA,NA,10,NA,NA,NA,2,NA,7,NA,7,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYP_22052016_L1",2016,2016-05-22,30.7,25.7,14.5,6.2,6,5.2,4.8,3.7,NA,NA,32.1,26.8,14.3,7.1,5.4,5.4,5.4,3.6,NA,NA,NA,1.54757875405422,5.12442094043373,4.75287430073337,1,1,2,10,10,32580.3515625,6,0,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Cyprus",352,"CYP","CYP_ Democratic Rally","CYP_ Progressive Party of the Working People","CYP_ Democratic Party","CYP_ Movement of Social Democrats","CYP_ Citizen's Alliance","CYP_ Solidarity Movement","CYP_ Green Party - Citizen's Alliance","CYP_ National People's Front","","","Democratic Rally","Progressive Party of the Working People","Democratic Party","Movement of Social Democrats","Citizen's Alliance","Solidarity Movement","Green Party - Citizen's Alliance","National People's Front","","","DISY","AKEL","DIKO","EDEK","SP","Allilengyi","CG","ELAM","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYP_22052016_L1",2016,2016-05-22,30.7,25.7,14.5,6.2,6,5.2,4.8,3.7,NA,NA,32.1,26.8,14.3,7.1,5.4,5.4,5.4,3.6,NA,NA,NA,1.54757875405422,5.12442094043373,4.75287430073337,1,1,2,10,10,32580.3515625,6,0,64.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Czech Republic",316,"CZE","CZE_ ANO 2011","CZE_ Civic Democratic Party","CZE_ Czech Pirate Party","CZE_ Freedom and Direct Democracy","CZE_ Communist Party of Bohemia and Moravia","CZE_ Czech Social Democratic Party","CZE_ Christian and Democratic Union – Czechoslovak People'","CZE_ TOP 09","CZE_ Mayors and Independents","","ANO 2011","Civic Democratic Party","Czech Pirate Party","Freedom and Direct Democracy","Communist Party of Bohemia and Moravia","Czech Social Democratic Party","Christian and Democratic Union – Czechoslovak People's Party","TOP 09","Mayors and Independents","","ANO","ODS","Pirates","SPD","KSČM","ČSSD","KDU–Č","TOP 09","Mayors and Independents","",8,8,8,9,7,10,9,9,9,NA,10,7,NA,9,9,4,7,NA,8,NA,9,3,4,3,4,2,1,2,4,NA,NA,9,7,3,NA,4,NA,9,NA,NA,NA,10,2,4,10,9,NA,9,7,NA,7,8,0,10,9,NA,9,NA,2,NA,3,7,8,10,8,7,9,7,7,NA,10,NA,0,10,9,NA,NA,2,1,NA,10,7,10,10,7,7,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,2,NA,3,8,NA,NA,1,7,0,0,NA,NA,3,NA,NA,NA,7,3,NA,8,NA,NA,NA,NA,NA,NA,NA,2,10,7,NA,NA,3,7,NA,NA,3,4,NA,7,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,9,10,7,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZE_21102017_L1",2017,2017-10-21,29.6,11.3,10.8,10.6,7.8,7.3,5.8,5.3,5.2,NA,39,12.5,11,11,7.5,7.5,5,3.5,3,NA,NA,7.03029160134912,6.96500087062511,4.81231953801733,1,1,2,9,9,32605.90625,5,1,60.8,NA,1981,1,1,1,NA,6,7,50.0500030517578,14.3999938964844,"EN",1
"Czech Republic",316,"CZE","CZE_ ANO 2011","CZE_ Civic Democratic Party","CZE_ Czech Pirate Party","CZE_ Freedom and Direct Democracy","CZE_ Communist Party of Bohemia and Moravia","CZE_ Czech Social Democratic Party","CZE_ Christian and Democratic Union – Czechoslovak People'","CZE_ TOP 09","CZE_ Mayors and Independents","","ANO 2011","Civic Democratic Party","Czech Pirate Party","Freedom and Direct Democracy","Communist Party of Bohemia and Moravia","Czech Social Democratic Party","Christian and Democratic Union – Czechoslovak People's Party","TOP 09","Mayors and Independents","","ANO","ODS","Pirates","SPD","KSČM","ČSSD","KDU–Č","TOP 09","Mayors and Independents","",2,NA,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZE_21102017_L1",2017,2017-10-21,29.6,11.3,10.8,10.6,7.8,7.3,5.8,5.3,5.2,NA,39,12.5,11,11,7.5,7.5,5,3.5,3,NA,NA,7.03029160134912,6.96500087062511,4.81231953801733,1,1,2,9,9,32605.90625,5,1,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
